country_name_short	country_name	party_name_short	party_name_english	party_name	party_name_ascii	family_name_short	family_name	left_right	state_market	liberty_authority	eu_anti_pro	cmp	euprofiler	ees	castles_mair	huber_inglehart	ray	benoit_laver	chess	country_id	party_id	family_id
"FRA"	"France"	"RPF"	"Rally for France"	"Rassemblement pour la France"	"Rassemblement pour la France"	"con"	"Conservative"	7.4	6.7849	8.5048	1.0885							5873.0		43	2252	26.0
"FRA"	"France"	"RPR"	"Rally for the Republic"	"Rassemblement pour la république"	"Rassemblement pour la republique"	"con"	"Conservative"	7.4997	6.5934	7.1854	6.9862	31621.0			706.0	1411.0	609.0	5887.0	609.0	43	138	26.0
"FRA"	"France"	"RPR+UDF"	"RPR/UDF connected list"	"Listes communes RPR/UDF"	"Listes communes RPR/UDF"	"spec"	"Special issue"													43	2264	16.0
"FRA"	"France"	"UDCA"	"Union for the Defence of Traders and Artisans -- Poujadists"	"Union de défense des commerçants et artisans – Poujadists"	"Union de defense des commercants et artisans -- Poujadists"	"con"	"Conservative"	7.4	6.4	6.9	7.8	31623.0								43	898	26.0
"FRA"	"France"	"UDF"	"Union for French Democracy"	"Union pour la démocratie française"	"Union pour la democratie francaise"	"con"	"Conservative"	6.1017	6.2021	5.4999	8.8995	31624.0			705.0	1409.0		5901.0	613.0	43	509	26.0
"FRA"	"France"	"UDI"	"Union of Democrats and Independents"	"Union des démocrates et indépendants"	"Union des democrates et independants"	"con"	"Conservative"	7.4	6.4	6.9	7.8									43	2273	26.0
"FRA"	"France"	"UDSR"	"Democratic and Socialist Union of the Resistance"	"Union démocratique et socialiste de la Résistance"	"Union democratique et socialiste de la Resistance"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									43	2280	11.0
"FRA"	"France"	"UFD"	"Union of Democratic Forces"	"Union des forces démocratiques"	"Union des forces democratiques"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									43	2269	11.0
"FRA"	"France"	"UMP"	"Union for a Popular Movement"	"Union pour un mouvement populaire"	"Union pour un mouvement populaire"	"con"	"Conservative"	7.4997	6.5934	7.1854	6.9862	31626.0	110.0	1250626.0	706.0	1411.0	609.0	5887.0	609.0	43	658	26.0
"FRA"	"France"	"V"	"Greens"	"Les Verts"	"Les Verts"	"eco"	"Green/Ecologist"	3.155	2.8774	1.4772	6.4585	31110.0	103.0	1250110.0	703.0	1406.0	605.0	5929.0	605.0	43	873	19.0
"FRA"	"France"	"droite"	"other right"	"divers droite"	"divers droite"	"con"	"Conservative"	7.6583	9.0	9.0	5.8333								618.0	43	285	26.0
"FRA"	"France"	"eco"	"other ecologists"	"divers ecologistes"	"divers ecologistes"	"eco"	"Green/Ecologist"	2.5	2.5	1.8	6.5									43	2249	19.0
"FRA"	"France"	"etc"	"others"	"divers"	"divers"	"none"	"no family"													43	1328	12.0
"FRA"	"France"	"ex-dro"	"other far-right"	"extrême droite"	"extreme droite"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									43	2079	40.0
"FRA"	"France"	"ex-gau"	"other far-left"	"extrême gauche"	"extreme gauche"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3			1250226.0						43	2083	14.0
"FRA"	"France"	"gauche"	"other left"	"divers gauche"	"divers gauche"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									43	177	11.0
"FRA"	"France"	"no-seat"	"no seat"	"no seat"	"no seat"	"none"	"no family"													43	2080	12.0
"FRA"	"France"	"none"	"no party affiliation"	"sans étiquette"	"sans etiquette"	"none"	"no family"													43	947	12.0
"GBR"	"United Kingdom"	"Alliance"	"SDP-Liberal Alliance"	"SDP–Liberal Alliance"	"SDP-Liberal Alliance"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									44	1763	6.0
"GBR"	"United Kingdom"	"BNP"	"British National Party"	"British National Party"	"British National Party"	"right"	"Right-wing"	8.7	5.9	8.6	2.4		417.0	1826720.0					1109.0	44	1250	40.0
"GBR"	"United Kingdom"	"CNL"	"Conservatives and National Liberals"	"Conservatives and National Liberals"	"Conservatives and National Liberals"	"con"	"Conservative"	7.8	6.4	6.9	7.8	51620.0			1606.0					44	1496	26.0
"GBR"	"United Kingdom"	"CP"	"The Christian Party -- Christian Peoples Alliance in England"	"The Christian Party – Christian Peoples Alliance in England"	"The Christian Party -- Christian Peoples Alliance in England"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3									44	2063	3.0
"GBR"	"United Kingdom"	"CPGB"	"Communist Party of Great Britain"	"Communist Party of Great Britain"	"Communist Party of Great Britain"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									44	1276	14.0
"GBR"	"United Kingdom"	"Con"	"Conservatives"	"Conservatives"	"Conservatives"	"con"	"Conservative"	7.4261	7.5725	7.1901	2.3243	51620.0	418.0	1826620.0	1606.0	603.0	1101.0	5103.0	1101.0	44	773	26.0
"GBR"	"United Kingdom"	"DUP"	"Democratic Unionist Party"	"Democratic Unionist Party"	"Democratic Unionist Party"	"con"	"Conservative"	7.4	6.4	6.9	7.8	51903.0								44	319	26.0
"GBR"	"United Kingdom"	"ED"	"English Democrats"	"English Democrats"	"English Democrats"	"spec"	"Special issue"													44	2062	16.0
"GBR"	"United Kingdom"	"EuCon"	"Pro-Euro Conservative Party"	"Pro-Euro Conservative Party"	"Pro-Euro Conservative Party"	"con"	"Conservative"	7.4	6.4	6.9	7.8									44	2061	26.0
"GBR"	"United Kingdom"	"GP"	"Green Party"	"Green Party"	"Green Party"	"eco"	"Green/Ecologist"	2.57	2.3775	2.0139	4.9858		420.0	1826110.0			1107.0		1107.0	44	467	19.0
"GBR"	"United Kingdom"	"IE"	"An Independence from Europe"	"An Independence from Europe"	"An Independence from Europe"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									44	2387	40.0
"GBR"	"United Kingdom"	"ILP"	"Independent Labour Party"	"Independent Labour Party"	"Independent Labour Party"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									44	1205	14.0
"GBR"	"United Kingdom"	"LD"	"Liberal Democrats"	"Liberal Democrats"	"Liberal Democrats"	"lib"	"Liberal"	4.0932	3.71	2.3717	8.9421	51421.0	422.0	1826421.0		602.0	1104.0	5125.0	1104.0	44	1302	6.0
"GBR"	"United Kingdom"	"Lab"	"Labour"	"Labour Party"	"Labour Party"	"soc"	"Social democracy"	4.3562	4.5741	4.2779	6.9923	51320.0	421.0	1826320.0	1601.0	601.0	1102.0	5147.0	1102.0	44	1556	11.0
"GBR"	"United Kingdom"	"Lib"	"Liberals"	"Liberals"	"Liberals"	"lib"	"Liberal"	4.2875	4.1064	2.6109	9.2231	51420.0			1605.0		1104.0		1104.0	44	659	6.0
"GBR"	"United Kingdom"	"N"	"Nationalist Party"	"Nationalist Party"	"Nationalist Party"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									44	332	11.0
"GBR"	"United Kingdom"	"NF"	"National Front"	"National Front"	"National Front"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									44	1126	40.0
"GBR"	"United Kingdom"	"NLP"	"National Liberal Party"	"National Liberal Party"	"National Liberal Party"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									44	1017	6.0
"GBR"	"United Kingdom"	"NO2EU"	"NO2EU -- Yes to Democracy"	"NO2EU – Yes to Democracy"	"NO2EU -- Yes to Democracy"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									44	2147	14.0
"GBR"	"United Kingdom"	"Nat"	"Nationals"	"Nationals"	"Nationals"	"code"	"to be coded"													44	639	28.0
"GBR"	"United Kingdom"	"Plaid"	"Plaid Cymru"	"Plaid Cymru"	"Plaid Cymru"	"spec"	"Special issue"	3.1183	2.6251	3.7107	7.8314			1826901.0	1602.0		1106.0	5169.0	1106.0	44	311	16.0
"GBR"	"United Kingdom"	"R"	"Respect -- The Unity Coalition"	"Respect – The Unity Coalition"	"Respect -- The Unity Coalition"	"code"	"to be coded"													44	1057	28.0
"GBR"	"United Kingdom"	"RP"	"Referendum Party"	"Referendum Party"	"Referendum Party"	"spec"	"Special issue"													44	2103	16.0
"GBR"	"United Kingdom"	"RepLP"	"Republican Labour Party"	"Republican Labour Party"	"Republican Labour Party"	"code"	"to be coded"													44	1092	28.0
"GBR"	"United Kingdom"	"SDLP"	"Social Democratic and Labour Party"	"Social Democratic and Labour Party"	"Social Democratic and Labour Party"	"soc"	"Social democracy"	3.3	3.5	3.5	8.6667						1103.0			44	1023	11.0
"GBR"	"United Kingdom"	"SDP"	"Social Democratic Party"	"Social Democratic Party"	"Social Democratic Party"	"soc"	"Social democracy"	4.6	3.5	3.5	8.1	51330.0			1604.0					44	1547	11.0
"GBR"	"United Kingdom"	"SF"	"Sinn Fein"	"Sinn Féin"	"Sinn Fein"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3	51210.0								44	689	14.0
"GBR"	"United Kingdom"	"SLP"	"Socialist Labour Party"	"Socialist Labour Party"	"Socialist Labour Party"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									44	2064	14.0
"GBR"	"United Kingdom"	"SNP"	"Scottish National Party"	"Scottish National Party – Pàrtaidh Nàiseanta na h-Alba"	"Scottish National Party -- Partaidh Naiseanta na h-Alba"	"soc"	"Social democracy"	3.5871	3.0627	3.9623	7.8641	51902.0		1826902.0	1603.0		1105.0	5191.0	1105.0	44	1284	11.0
"GBR"	"United Kingdom"	"U"	"Unity"	"Unity"	"Unity"	"spec"	"Special issue"													44	349	16.0
"GBR"	"United Kingdom"	"UKIP"	"United Kingdom Independence Party"	"United Kingdom Independence Party"	"United Kingdom Independence Party"	"right"	"Right-wing"	7.8429	8.0938	7.8507	0.0	51951.0	423.0	1826951.0			1108.0		1108.0	44	1272	40.0
"GBR"	"United Kingdom"	"UPUP"	"Ulster Popular Unionist Party"	"Ulster Popular Unionist Party"	"Ulster Popular Unionist Party"	"code"	"to be coded"													44	1566	28.0
"GBR"	"United Kingdom"	"UUP"	"Ulster Unionist Party"	"Ulster Unionist Party"	"Ulster Unionist Party"	"con"	"Conservative"	8.3	6.4	6.9	7.8	51621.0			1607.0					44	1210	26.0
"GBR"	"United Kingdom"	"UUUC"	"United Ulster Unionist Coalition"	"United Ulster Unionist Coalition"	"United Ulster Unionist Coalition"	"code"	"to be coded"													44	1363	28.0
"GBR"	"United Kingdom"	"VUPP"	"Vanguard Unionist Progressive Party"	"Vanguard Unionist Progressive Party"	"Vanguard Unionist Progressive Party"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									44	646	40.0
"GBR"	"United Kingdom"	"etc"	"others"	"others"	"others"	"none"	"no family"													44	453	12.0
"GBR"	"United Kingdom"	"none"	"no party affiliation"	"no party affiliation"	"no party affiliation"	"none"	"no family"													44	1599	12.0
"GBR"	"United Kingdom"	"one-seat"	"one seat"	"one seat"	"one seat"	"none"	"no family"													44	2296	12.0
"GRC"	"Greece"	"AASA"	"Front of the Greek Anticapitalist Left"	"Antikapitalistiki Aristeri Synergasia gia tin Anatropi"	"Antikapitalistiki Aristeri Synergasia gia tin Anatropi"	"com"	"Communist/Socialist"	1.3	1.4	3.0	0.0						407.0			41	2097	14.0
"GRC"	"Greece"	"AE"	"Independent Greeks"	"Anexartitoi Ellines"	"Anexartitoi Ellines"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									41	2091	40.0
"GRC"	"Greece"	"CD"	"Christian Democracy"	"Christianiki Dimokratia"	"Christianiki Dimokratia"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3									41	2124	3.0
"GRC"	"Greece"	"D-FS"	"Action -- Liberal Alliance"	"Drasi – Fileleytheri Symmachia"	"Drasi -- Fileleytheri Symmachia"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									41	2096	6.0
"GRC"	"Greece"	"DIANA"	"Democratic Renewal"	"Dimokratiki Ananeosi"	"Dimokratiki Ananeosi"	"con"	"Conservative"	7.4	6.4	6.9	10.0		149.0				405.0			41	1374	26.0
"GRC"	"Greece"	"DIKKI"	"Democratic Social Movement"	"Dimokratiko Koinoniko Kinima"	"Dimokratiki Kinoniki Kinema"	"soc"	"Social democracy"	2.3	1.8286	5.5493	3.6349	34314.0					409.0		409.0	41	720	11.0
"GRC"	"Greece"	"DIMAR"	"Democratic Left"	"Dimokratiki Aristera"	"Dimokratiki Aristera"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									41	2093	11.0
"GRC"	"Greece"	"DISY"	"Democratic Alliance"	"Dimokratiki Symmachia"	"Dimokratiki Symmachia"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									41	2094	6.0
"GRC"	"Greece"	"DX"	"Recreate Greece"	"Dimiourgia Xana"	"Dimiourgia Xana"	"con"	"Conservative"	7.4	6.4	6.9	7.8									41	2095	26.0
"GRC"	"Greece"	"EDA"	"United Democratic Left"	"Eniaia Dimokratiki Aristera"	"Eniaia Dimokratiki Aristera"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									41	597	14.0
"GRC"	"Greece"	"EDE"	"National Democratic Union"	"Ethnikή Dhmokratikή Έnwsis"	"Ethnikn Dhmokratikn Enwsis"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									41	2230	40.0
"GRC"	"Greece"	"EDIK"	"Union of the Democratic Centre"	"Enosi Dimokratikou Kentrou"	"Enosi Dimokratikou Kentrou"	"lib"	"Liberal"	6.0	6.7	3.5	8.8	34510.0								41	489	6.0
"GRC"	"Greece"	"EDOK"	"Greek Democratic Ecological Movement"	"Ellhnikό Dhmokratikό Oikologikό Kίnhma"	"Ellhniko Dhmokratiko Oikologiko Kinhma"	"eco"	"Green/Ecologist"	2.5	2.5	1.8	6.5									41	2164	19.0
"GRC"	"Greece"	"EEP"	"Greek European Citizens"	"Ellines Eyropaioi Polites"	"Ellines Eyropaioi Polites"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									41	2347	6.0
"GRC"	"Greece"	"EK"	"Union of Centrists"	"Enosi Kentroon"	"Enosi Kentroon"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									41	2165	11.0
"GRC"	"Greece"	"EP"	"National Alignment"	"Ethniki Parataxis"	"Ethniki Parataxis"	"con"	"Conservative"	7.4	6.4	6.9	7.8	34610.0								41	1027	26.0
"GRC"	"Greece"	"EPEN"	"National Political Union"	"Ethniki Politiki Enosis"	"Ethniki Politiki Enosis"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									41	1162	40.0
"GRC"	"Greece"	"EPL"	"Union for the Homeland and the People"	"Enosi Gia Tin Patrida Kai Ton Lao"	"Enosi Gia Tin Patrida Kai Ton Lao"	"con"	"Conservative"	7.4	6.4	6.9	7.8									41	2348	26.0
"GRC"	"Greece"	"Emp"	"Independent Muslim Lists"	"Empistosύnh (Rodόph)"	"Empistosunh (Rodoph)"	"spec"	"Special issue"													41	1059	16.0
"GRC"	"Greece"	"KDS"	"Party of Democratic Socialism"	"Komma Dimokratikou Socialismou"	"Komma Dimokratikou Socialismou"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									41	252	11.0
"GRC"	"Greece"	"KEE(I)"	"Communist Party of Greece (Interior)"	"Kommunistikon Komma Ellados Esoterikou"	"Kommunistikon Komma Ellados Esoterikou"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									41	1311	14.0
"GRC"	"Greece"	"KEK"	"Party of Greek Hunters"	"Kómma Ellênòn Kynègôn"	"Komma Ellenon Kynegon"	"con"	"Conservative"	7.4	6.4	6.9	7.8									41	2167	26.0
"GRC"	"Greece"	"KF"	"Liberal Party"	"Komma ton Fileleftheron"	"Komma ton Fileleftheron"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									41	2125	6.0
"GRC"	"Greece"	"KIDISO"	"Movement of Democratic Socialists"	"Kinima Dimokraton Sosialiston"	"Kinima Dimokraton Sosialiston"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									41	2407	11.0
"GRC"	"Greece"	"KKE"	"Communist Party of Greece"	"Kommounistikó Kómma Elládas"	"Kommunistiko Koma Ellados"	"com"	"Communist/Socialist"	1.253	0.8404	5.1503	0.2722	34210.0	151.0	1300210.0			404.0	6123.0	404.0	41	614	14.0
"GRC"	"Greece"	"KN"	"Party of New Liberals"	"Komma Neofileleftheron"	"Komma Neofileleftheron"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									41	463	6.0
"GRC"	"Greece"	"KP"	"Progressive Party"	"Komma Proodeftikon"	"Komma Proodeftikon"	"con"	"Conservative"	7.4	6.4	6.9	7.8									41	2123	26.0
"GRC"	"Greece"	"LAOS"	"Popular Orthodox Rally"	"Laïkós Orthódoxos Synagermós"	"Laikos Orthodoxos Synagermos"	"right"	"Right-wing"	9.11	5.33	9.63	2.3		152.0	1300703.0					410.0	41	1179	40.0
"GRC"	"Greece"	"LE"	"Popular Unity"	"Laïkí Enótita"	"Laiki Enotita"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									41	2596	14.0
"GRC"	"Greece"	"LS-CA"	"Peoples Association -- Golden Dawn"	"Laikos Syndesmos – Chrysi Avg"	"Laikos Syndesmos -- Chrysi Avg"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									41	2092	40.0
"GRC"	"Greece"	"ND"	"New Democracy"	"Néa Đimokratía"	"Nea Dimokratia"	"chr"	"Christian democracy"	6.7365	6.9754	6.6712	8.9869	34511.0	153.0	1300511.0			402.0	6143.0	402.0	41	47	3.0
"GRC"	"Greece"	"OE"	"Alternative Ecologists"	"Oikolόgoi Enallaktikoί"	"Oikologoi Enallaktikoi"	"eco"	"Green/Ecologist"	2.5	2.5	1.8	3.3333						406.0			41	2163	19.0
"GRC"	"Greece"	"OF"	"The Liberals"	"Oi Fileleftheroi"	"Oi Fileleftheroi"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									41	2166	6.0
"GRC"	"Greece"	"OP"	"Ecologist Greens"	"Oikologoi Prasinoi"	"Oikologoi Prasinoi"	"eco"	"Green/Ecologist"	2.5	2.5	1.8	6.5		154.0	1300116.0					411.0	41	1280	19.0
"GRC"	"Greece"	"PASOK"	"Panhellenic Socialist Movement"	"Panellinio Sosialistikó Kínima"	"Panhellinio Socialistiko Kinema"	"soc"	"Social democracy"	4.4968	4.8797	3.6025	9.2535	34313.0	155.0	1300313.0			401.0	6163.0	401.0	41	1338	11.0
"GRC"	"Greece"	"PMM"	"Panhellenic Macedonian Front"	"Panellήnio Makedonikό Metwpo"	"Panellnnio Makedoniko Metwpo"	"spec"	"Special issue"													41	2169	16.0
"GRC"	"Greece"	"POLAN"	"Political Spring"	"Politiki Anixi"	"Politiki Anixi"	"con"	"Conservative"	7.5714	6.7143	7.0	7.9488	34512.0					408.0		408.0	41	1412	26.0
"GRC"	"Greece"	"SYN"	"Coalition of the Left"	"Synaspismós tīs Aristerás"	"Synaspismos tis Aristeras"	"com"	"Communist/Socialist"	2.7683	2.6259	2.0238	6.8943	34211.0					403.0	6183.0	403.0	41	1441	14.0
"GRC"	"Greece"	"SYRIZA"	"Coalition of the Radical Left"	"Synaspismós Rizospastikís Aristerás"	"Synaspismos Rizospastikis Aristeras"	"com"	"Communist/Socialist"	2.8947	2.9123	2.0066	7.1382		156.0	1300215.0				6183.0		41	1592	14.0
"GRC"	"Greece"	"TP"	"The River"	"To Potami"	"To Potami"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									41	2346	11.0
"GRC"	"Greece"	"Tel"	"Dot -- Apostolos Gkletsos"	"Teleia – Apostolos Gkletsos"	"Teleia -- Apostolos Gkletsos"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									41	2408	11.0
"GRC"	"Greece"	"no-seat"	"no seat"	"no seat"	"no seat"	"none"	"no family"													41	2168	12.0
"GRC"	"Greece"	"none"	"no party affiliation"	"no party affiliation"	"no party affiliation"	"none"	"no family"													41	1358	12.0
"HRV"	"Croatia"	"AM"	"Youth Action"	"Akcija mladih"	"Akcija mladih"	"eco"	"Green/Ecologist"	2.5	2.5	1.8	6.5									62	2186	19.0
"HRV"	"Croatia"	"CL-LP"	"Croatian Labourists -- Labour Party"	"Hrvatski laburisti – Stranka rada"	"Hrvatski laburisti -- Stranka rada"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									62	2182	14.0
"HRV"	"Croatia"	"DC"	"Democratic Centre"	"Demokratski centar"	"Demokratski centar"	"lib"	"Liberal"	5.9649	4.8421	6.4912	7.3684							1042.0		62	1081	6.0
"HRV"	"Croatia"	"HB"	"Croatian Bloc"	"Hrvatski blok"	"Hrvatski blok"	"right"	"Right-wing"	9.386000000000001	3.1579	7.6842	1.8421							1068.0		62	316	40.0
"HRV"	"Croatia"	"HDSS"	"Croatian Democratic Peasant Party"	"Hrvatska demokratska seljačka stranka"	"Hrvatska demokratska seljacka stranka"	"agr"	"Agrarian"	5.3	4.9	6.5	5.4									62	2198	2.0
"HRV"	"Croatia"	"HDSSB"	"Croatian Democratic Alliance of Slavonia and Baranja"	"Hrvatski demokratski savez Slavonije i Baranje"	"Hrvatski demokratski savez Slavonije i Baranje"	"right"	"Right-wing"	8.7	5.9	8.6	2.4								3107.0	62	2135	40.0
"HRV"	"Croatia"	"HDZ"	"Croatian Democratic Union"	"Hrvatska demokratska zajednica"	"Hrvatska demokratska zajednica"	"chr"	"Christian democracy"	7.1053	5.7018	6.9298	7.1053	81711.0						1094.0	3101.0	62	276	3.0
"HRV"	"Croatia"	"HGS"	"Croatian Civic Party"	"Hrvatska građanska stranka"	"Hrvatska gradanska stranka"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									62	2193	40.0
"HRV"	"Croatia"	"HNS"	"Croatian People's Party -- Liberal Democrats"	"Hrvatska narodna stranka – Liberalni demokrati"	"Hrvatska narodna stranka -- Liberalni demokrati"	"lib"	"Liberal"	1.8421	6.5789	1.7544	8.9474	81712.0						1120.0	3105.0	62	1384	6.0
"HRV"	"Croatia"	"HPS"	"Croatian People's Party"	"Hrvatska pucka stranka"	"Hrvatska pucka stranka"	"con"	"Conservative"	7.4	6.4	6.9	7.8									62	2203	26.0
"HRV"	"Croatia"	"HSLS"	"Croatian Social Liberal Party"	"Hrvatska socijalno liberalna stranka"	"Hrvatska socijalno liberalna stranka"	"lib"	"Liberal"	7.193	4.6491	5.5263	5.0877	81410.0						1146.0	3104.0	62	1102	6.0
"HRV"	"Croatia"	"HSNS"	"Croatian Peasant's People's Party"	"Hrvatska seljacka narodna stranka"	"Hrvatska seljacka narodna stranka"	"agr"	"Agrarian"	5.3	4.9	6.5	5.4									62	2202	2.0
"HRV"	"Croatia"	"HSP"	"Croatian Party of Rights"	"Hrvatska stranka prava"	"Hrvatska stranka prava"	"right"	"Right-wing"	8.7719	3.5088	7.3684	3.3333	81713.0						1172.0	3109.0	62	1044	40.0
"HRV"	"Croatia"	"HSP-1861"	"Croatian Party of Right of 1861"	"Hrvatska Stranka Prava 1861"	"Hrvatska Stranka Prava 1861"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									62	2199	40.0
"HRV"	"Croatia"	"HSP-AS"	"Croatian Party of Rights -- Dr. Ante Starcevic"	"Hrvatska stranka prava dr. Ante Starčević"	"Hrvatska stranka prava dr. Ante Starcevic"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									62	2181	40.0
"HRV"	"Croatia"	"HSS"	"Croatian Peasant Party"	"Hrvatska seljačka stranka"	"Hrvatska seljacka stranka"	"agr"	"Agrarian"	6.2281	4.2982	7.807	6.2281	81810.0						1198.0	3103.0	62	1465	2.0
"HRV"	"Croatia"	"HSU"	"Croatian Party of Pensioners"	"Hrvatska stranka umirovljenika"	"Hrvatska stranka umirovljenika"	"spec"	"Special issue"												3108.0	62	2134	16.0
"HRV"	"Croatia"	"Hrast"	"Croatian Growth"	"Hrvatski rast"	"Hrvatski rast"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3									62	2185	3.0
"HRV"	"Croatia"	"I-IG"	"Independent List -- PhD Ivan Grubisic"	"Neovisna lista – dr.sc. Ivan Grubišić"	"Neovisna lista -- dr.sc. Ivan Grubisic"	"spec"	"Special issue"													62	2195	16.0
"HRV"	"Croatia"	"IDS"	"Istrian Democratic Assembly"	"Istarski demokratski sabor"	"Istarski demokratski sabor"	"lib"	"Liberal"	3.4211	6.2281	2.5439	9.2105	81953.0						1224.0		62	1627	6.0
"HRV"	"Croatia"	"LIBRA"	"Party of Liberal Democrats"	"LIBRA – Stranka liberalnih demokrata"	"LIBRA -- Stranka liberalnih demokrata"	"lib"	"Liberal"	3.7719	6.7544	3.2456	8.6842							1250.0		62	90	6.0
"HRV"	"Croatia"	"LS"	"Liberal Party"	"Liberalna stranka"	"Liberalna stranka"	"lib"	"Liberal"	2.807	6.5789	1.4035	8.5965							1276.0		62	1457	6.0
"HRV"	"Croatia"	"MS"	"Medimurje Party"	"Međimurska stranka"	"Medimurska stranka"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									62	2611	40.0
"HRV"	"Croatia"	"Most"	"Bridge of Independent Lists"	"Most nezavisnih lista"	"Most nezavisnih lista"	"con"	"Conservative"	7.4	6.4	6.9	7.8									62	2615	26.0
"HRV"	"Croatia"	"NS"	"People's Party - Reformists "	"Narodna stranka - Reformisti"	"Narodna stranka - Reformisti"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									62	2614	6.0
